participant_code,condition_code,condition_name,condition_hz,condition_type,stimulus_type,trialn,png_filename
P316,7,80 Hz,80.0,CONTROL,LIGHT,15,saveTime_2510171805__sessionTime_202510171600__participant_P316__trialN_15__trialT_7__fileType_cropped.png
P321,7,80 Hz,80.0,CONTROL,LIGHT,15,saveTime_2510171805__sessionTime_202510171600__participant_P321__trialN_15__trialT_7__fileType_cropped.png
P322,7,80 Hz,80.0,CONTROL,LIGHT,15,saveTime_2510171805__sessionTime_202510171600__participant_P322__trialN_15__trialT_7__fileType_cropped.png
P323,7,80 Hz,80.0,CONTROL,LIGHT,15,saveTime_2510171805__sessionTime_202510171600__participant_P323__trialN_15__trialT_7__fileType_cropped.png
P324,7,80 Hz,80.0,CONTROL,LIGHT,15,saveTime_2510171805__sessionTime_202510171600__participant_P324__trialN_15__trialT_7__fileType_cropped.png
P321,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,16,saveTime_2510171807__sessionTime_202510171600__participant_P321__trialN_16__trialT_3__fileType_cropped.png
P323,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,16,saveTime_2510171808__sessionTime_202510171600__participant_P323__trialN_16__trialT_3__fileType_cropped.png
P324,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,16,saveTime_2510171808__sessionTime_202510171600__participant_P324__trialN_16__trialT_3__fileType_cropped.png
P318,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,16,saveTime_2510171809__sessionTime_202510171600__participant_P318__trialN_16__trialT_3__fileType_cropped.png
P319,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,16,saveTime_2510171809__sessionTime_202510171600__participant_P319__trialN_16__trialT_3__fileType_cropped.png
P316,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,16,saveTime_2510171809__sessionTime_202510171600__participant_P316__trialN_16__trialT_3__fileType_cropped.png
P322,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,16,saveTime_2510171809__sessionTime_202510171600__participant_P322__trialN_16__trialT_3__fileType_cropped.png
P324,A00,,,VALIDATION,IMAGE,17,saveTime_2510171811__sessionTime_202510171600__participant_P324__trialN_17__trialT_A00__fileType_cropped.png
P318,A02,,,VALIDATION,IMAGE,17,saveTime_2510171812__sessionTime_202510171600__participant_P318__trialN_17__trialT_A02__fileType_cropped.png
P319,A00,,,VALIDATION,IMAGE,17,saveTime_2510171812__sessionTime_202510171600__participant_P319__trialN_17__trialT_A00__fileType_cropped.png
P321,A01,,,VALIDATION,IMAGE,17,saveTime_2510171812__sessionTime_202510171600__participant_P321__trialN_17__trialT_A01__fileType_cropped.png
P323,A10,,,VALIDATION,IMAGE,17,saveTime_2510171812__sessionTime_202510171600__participant_P323__trialN_17__trialT_A10__fileType_cropped.png
P316,A09,,,VALIDATION,IMAGE,17,saveTime_2510171813__sessionTime_202510171600__participant_P316__trialN_17__trialT_A09__fileType_cropped.png
P322,A05,,,VALIDATION,IMAGE,17,saveTime_2510171813__sessionTime_202510171600__participant_P322__trialN_17__trialT_A05__fileType_cropped.png
P325,B03,,,VALIDATION,IMAGE,2,saveTime_2510181017__sessionTime_202510180920__participant_P325__trialN_2__trialT_B03__fileType_cropped.png
P326,B13,,,VALIDATION,IMAGE,2,saveTime_2510181018__sessionTime_202510180920__participant_P326__trialN_2__trialT_B13__fileType_cropped.png
P327,B11,,,VALIDATION,IMAGE,2,saveTime_2510181018__sessionTime_202510180920__participant_P327__trialN_2__trialT_B11__fileType_cropped.png
P328,B05,,,VALIDATION,IMAGE,2,saveTime_2510181018__sessionTime_202510180920__participant_P328__trialN_2__trialT_B05__fileType_cropped.png
P327,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,3,saveTime_2510181021__sessionTime_202510180920__participant_P327__trialN_3__trialT_1__fileType_cropped.png
P325,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,3,saveTime_2510181021__sessionTime_202510180920__participant_P325__trialN_3__trialT_1__fileType_cropped.png
P326,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,3,saveTime_2510181022__sessionTime_202510180920__participant_P326__trialN_3__trialT_1__fileType_cropped.png
P328,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,3,saveTime_2510181022__sessionTime_202510180920__participant_P328__trialN_3__trialT_1__fileType_cropped.png
P326,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,4,saveTime_2510181025__sessionTime_202510180920__participant_P326__trialN_4__trialT_1__fileType_cropped.png
P325,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,4,saveTime_2510181025__sessionTime_202510180920__participant_P325__trialN_4__trialT_1__fileType_cropped.png
P327,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,4,saveTime_2510181026__sessionTime_202510180920__participant_P327__trialN_4__trialT_1__fileType_cropped.png
P328,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,4,saveTime_2510181026__sessionTime_202510180920__participant_P328__trialN_4__trialT_1__fileType_cropped.png
P325,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510181029__sessionTime_202510180920__participant_P325__trialN_5__trialT_2__fileType_cropped.png
P327,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510181030__sessionTime_202510180920__participant_P327__trialN_5__trialT_2__fileType_cropped.png
P326,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510181032__sessionTime_202510180920__participant_P326__trialN_5__trialT_2__fileType_cropped.png
P328,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510181032__sessionTime_202510180920__participant_P328__trialN_5__trialT_2__fileType_cropped.png
P326,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,6,saveTime_2510181043__sessionTime_202510180920__participant_P326__trialN_6__trialT_3__fileType_cropped.png
P327,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,6,saveTime_2510181043__sessionTime_202510180920__participant_P327__trialN_6__trialT_3__fileType_cropped.png
P325,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,6,saveTime_2510181043__sessionTime_202510180920__participant_P325__trialN_6__trialT_3__fileType_cropped.png
P328,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,6,saveTime_2510181044__sessionTime_202510180920__participant_P328__trialN_6__trialT_3__fileType_cropped.png
P326,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510181047__sessionTime_202510180920__participant_P326__trialN_7__trialT_4__fileType_cropped.png
P327,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510181047__sessionTime_202510180920__participant_P327__trialN_7__trialT_4__fileType_cropped.png
P325,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510181047__sessionTime_202510180920__participant_P325__trialN_7__trialT_4__fileType_cropped.png
P328,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510181048__sessionTime_202510180920__participant_P328__trialN_7__trialT_4__fileType_cropped.png
P327,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,8,saveTime_2510181050__sessionTime_202510180920__participant_P327__trialN_8__trialT_3__fileType_cropped.png
P325,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,8,saveTime_2510181050__sessionTime_202510180920__participant_P325__trialN_8__trialT_3__fileType_cropped.png
P326,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,8,saveTime_2510181051__sessionTime_202510180920__participant_P326__trialN_8__trialT_3__fileType_cropped.png
P328,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,8,saveTime_2510181051__sessionTime_202510180920__participant_P328__trialN_8__trialT_3__fileType_cropped.png
P326,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181055__sessionTime_202510180920__participant_P326__trialN_9__trialT_6__fileType_cropped.png
P327,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181055__sessionTime_202510180920__participant_P327__trialN_9__trialT_6__fileType_cropped.png
P328,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181055__sessionTime_202510180920__participant_P328__trialN_9__trialT_6__fileType_cropped.png
P325,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181055__sessionTime_202510180920__participant_P325__trialN_9__trialT_6__fileType_cropped.png
P327,C00,,,VALIDATION,IMAGE,10,saveTime_2510181058__sessionTime_202510180920__participant_P327__trialN_10__trialT_C00__fileType_cropped.png
P325,C12,,,VALIDATION,IMAGE,10,saveTime_2510181058__sessionTime_202510180920__participant_P325__trialN_10__trialT_C12__fileType_cropped.png
P326,C06,,,VALIDATION,IMAGE,10,saveTime_2510181059__sessionTime_202510180920__participant_P326__trialN_10__trialT_C06__fileType_cropped.png
P328,C05,,,VALIDATION,IMAGE,10,saveTime_2510181059__sessionTime_202510180920__participant_P328__trialN_10__trialT_C05__fileType_cropped.png
P327,A03,,,VALIDATION,IMAGE,11,saveTime_2510181101__sessionTime_202510180920__participant_P327__trialN_11__trialT_A03__fileType_cropped.png
P326,A08,,,VALIDATION,IMAGE,11,saveTime_2510181102__sessionTime_202510180920__participant_P326__trialN_11__trialT_A08__fileType_cropped.png
P325,A11,,,VALIDATION,IMAGE,11,saveTime_2510181102__sessionTime_202510180920__participant_P325__trialN_11__trialT_A11__fileType_cropped.png
P328,A07,,,VALIDATION,IMAGE,11,saveTime_2510181103__sessionTime_202510180920__participant_P328__trialN_11__trialT_A07__fileType_cropped.png
P327,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510181110__sessionTime_202510180920__participant_P327__trialN_12__trialT_7__fileType_cropped.png
P326,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510181112__sessionTime_202510180920__participant_P326__trialN_12__trialT_7__fileType_cropped.png
P325,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510181112__sessionTime_202510180920__participant_P325__trialN_12__trialT_7__fileType_cropped.png
P328,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510181113__sessionTime_202510180920__participant_P328__trialN_12__trialT_7__fileType_cropped.png
P325,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510181116__sessionTime_202510180920__participant_P325__trialN_13__trialT_6__fileType_cropped.png
P326,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510181117__sessionTime_202510180920__participant_P326__trialN_13__trialT_6__fileType_cropped.png
P327,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510181117__sessionTime_202510180920__participant_P327__trialN_13__trialT_6__fileType_cropped.png
P328,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510181117__sessionTime_202510180920__participant_P328__trialN_13__trialT_6__fileType_cropped.png
P325,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,14,saveTime_2510181120__sessionTime_202510180920__participant_P325__trialN_14__trialT_4__fileType_cropped.png
P326,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,14,saveTime_2510181121__sessionTime_202510180920__participant_P326__trialN_14__trialT_4__fileType_cropped.png
P327,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,14,saveTime_2510181121__sessionTime_202510180920__participant_P327__trialN_14__trialT_4__fileType_cropped.png
P328,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,14,saveTime_2510181121__sessionTime_202510180920__participant_P328__trialN_14__trialT_4__fileType_cropped.png
P327,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,15,saveTime_2510181124__sessionTime_202510180920__participant_P327__trialN_15__trialT_2__fileType_cropped.png
P326,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,15,saveTime_2510181125__sessionTime_202510180920__participant_P326__trialN_15__trialT_2__fileType_cropped.png
P328,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,15,saveTime_2510181125__sessionTime_202510180920__participant_P328__trialN_15__trialT_2__fileType_cropped.png
P325,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,15,saveTime_2510181125__sessionTime_202510180920__participant_P325__trialN_15__trialT_2__fileType_cropped.png
P327,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181128__sessionTime_202510180920__participant_P327__trialN_16__trialT_5__fileType_cropped.png
P325,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181128__sessionTime_202510180920__participant_P325__trialN_16__trialT_5__fileType_cropped.png
P326,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181129__sessionTime_202510180920__participant_P326__trialN_16__trialT_5__fileType_cropped.png
P328,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181129__sessionTime_202510180920__participant_P328__trialN_16__trialT_5__fileType_cropped.png
P327,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181131__sessionTime_202510180920__participant_P327__trialN_17__trialT_5__fileType_cropped.png
P325,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181132__sessionTime_202510180920__participant_P325__trialN_17__trialT_5__fileType_cropped.png
P326,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181133__sessionTime_202510180920__participant_P326__trialN_17__trialT_5__fileType_cropped.png
P328,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181133__sessionTime_202510180920__participant_P328__trialN_17__trialT_5__fileType_cropped.png
P329,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510181326__sessionTime_202510181240__participant_P329__trialN_2__trialT_7__fileType_cropped.png
P330,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510181327__sessionTime_202510181240__participant_P330__trialN_2__trialT_7__fileType_cropped.png
P331,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510181328__sessionTime_202510181240__participant_P331__trialN_2__trialT_7__fileType_cropped.png
P330,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,3,saveTime_2510181331__sessionTime_202510181240__participant_P330__trialN_3__trialT_1__fileType_cropped.png
P329,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,3,saveTime_2510181331__sessionTime_202510181240__participant_P329__trialN_3__trialT_1__fileType_cropped.png
P331,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,3,saveTime_2510181332__sessionTime_202510181240__participant_P331__trialN_3__trialT_1__fileType_cropped.png
P330,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,4,saveTime_2510181335__sessionTime_202510181240__participant_P330__trialN_4__trialT_6__fileType_cropped.png
P329,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,4,saveTime_2510181335__sessionTime_202510181240__participant_P329__trialN_4__trialT_6__fileType_cropped.png
P331,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,4,saveTime_2510181335__sessionTime_202510181240__participant_P331__trialN_4__trialT_6__fileType_cropped.png
P330,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,5,saveTime_2510181338__sessionTime_202510181240__participant_P330__trialN_5__trialT_5__fileType_cropped.png
P329,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,5,saveTime_2510181338__sessionTime_202510181240__participant_P329__trialN_5__trialT_5__fileType_cropped.png
P331,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,5,saveTime_2510181338__sessionTime_202510181240__participant_P331__trialN_5__trialT_5__fileType_cropped.png
P330,A09,,,VALIDATION,IMAGE,6,saveTime_2510181352__sessionTime_202510181240__participant_P330__trialN_6__trialT_A09__fileType_cropped.png
P329,A08,,,VALIDATION,IMAGE,6,saveTime_2510181352__sessionTime_202510181240__participant_P329__trialN_6__trialT_A08__fileType_cropped.png
P331,A10,,,VALIDATION,IMAGE,6,saveTime_2510181352__sessionTime_202510181240__participant_P331__trialN_6__trialT_A10__fileType_cropped.png
P329,B03,,,VALIDATION,IMAGE,7,saveTime_2510181355__sessionTime_202510181240__participant_P329__trialN_7__trialT_B03__fileType_cropped.png
P331,B06,,,VALIDATION,IMAGE,7,saveTime_2510181355__sessionTime_202510181240__participant_P331__trialN_7__trialT_B06__fileType_cropped.png
P330,B11,,,VALIDATION,IMAGE,7,saveTime_2510181356__sessionTime_202510181240__participant_P330__trialN_7__trialT_B11__fileType_cropped.png
P330,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510181359__sessionTime_202510181240__participant_P330__trialN_8__trialT_1__fileType_cropped.png
P329,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510181359__sessionTime_202510181240__participant_P329__trialN_8__trialT_1__fileType_cropped.png
P331,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510181359__sessionTime_202510181240__participant_P331__trialN_8__trialT_1__fileType_cropped.png
P331,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181402__sessionTime_202510181240__participant_P331__trialN_9__trialT_4__fileType_cropped.png
P330,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181403__sessionTime_202510181240__participant_P330__trialN_9__trialT_4__fileType_cropped.png
P329,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181403__sessionTime_202510181240__participant_P329__trialN_9__trialT_4__fileType_cropped.png
P330,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,10,saveTime_2510181406__sessionTime_202510181240__participant_P330__trialN_10__trialT_2__fileType_cropped.png
P329,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,10,saveTime_2510181406__sessionTime_202510181240__participant_P329__trialN_10__trialT_2__fileType_cropped.png
P331,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,10,saveTime_2510181406__sessionTime_202510181240__participant_P331__trialN_10__trialT_2__fileType_cropped.png
P331,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,11,saveTime_2510181408__sessionTime_202510181240__participant_P331__trialN_11__trialT_6__fileType_cropped.png
P330,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,11,saveTime_2510181409__sessionTime_202510181240__participant_P330__trialN_11__trialT_6__fileType_cropped.png
P329,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,11,saveTime_2510181409__sessionTime_202510181240__participant_P329__trialN_11__trialT_6__fileType_cropped.png
P331,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,12,saveTime_2510181420__sessionTime_202510181240__participant_P331__trialN_12__trialT_3__fileType_cropped.png
P330,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,12,saveTime_2510181421__sessionTime_202510181240__participant_P330__trialN_12__trialT_3__fileType_cropped.png
P329,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,12,saveTime_2510181421__sessionTime_202510181240__participant_P329__trialN_12__trialT_3__fileType_cropped.png
P330,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510181424__sessionTime_202510181240__participant_P330__trialN_13__trialT_3__fileType_cropped.png
P329,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510181424__sessionTime_202510181240__participant_P329__trialN_13__trialT_3__fileType_cropped.png
P331,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510181424__sessionTime_202510181240__participant_P331__trialN_13__trialT_3__fileType_cropped.png
P329,C01,,,VALIDATION,IMAGE,14,saveTime_2510181427__sessionTime_202510181240__participant_P329__trialN_14__trialT_C01__fileType_cropped.png
P330,C01,,,VALIDATION,IMAGE,14,saveTime_2510181428__sessionTime_202510181240__participant_P330__trialN_14__trialT_C01__fileType_cropped.png
P331,C12,,,VALIDATION,IMAGE,14,saveTime_2510181428__sessionTime_202510181240__participant_P331__trialN_14__trialT_C12__fileType_cropped.png
P330,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,15,saveTime_2510181431__sessionTime_202510181240__participant_P330__trialN_15__trialT_5__fileType_cropped.png
P329,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,15,saveTime_2510181431__sessionTime_202510181240__participant_P329__trialN_15__trialT_5__fileType_cropped.png
P331,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,15,saveTime_2510181431__sessionTime_202510181240__participant_P331__trialN_15__trialT_5__fileType_cropped.png
P330,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181434__sessionTime_202510181240__participant_P330__trialN_16__trialT_4__fileType_cropped.png
P329,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181434__sessionTime_202510181240__participant_P329__trialN_16__trialT_4__fileType_cropped.png
P331,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181434__sessionTime_202510181240__participant_P331__trialN_16__trialT_4__fileType_cropped.png
P329,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181437__sessionTime_202510181240__participant_P329__trialN_17__trialT_2__fileType_cropped.png
P330,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181438__sessionTime_202510181240__participant_P330__trialN_17__trialT_2__fileType_cropped.png
P331,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181438__sessionTime_202510181240__participant_P331__trialN_17__trialT_2__fileType_cropped.png
P332,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,2,saveTime_2510181511__sessionTime_202510181420__participant_P332__trialN_2__trialT_1__fileType_cropped.png
P333,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,2,saveTime_2510181512__sessionTime_202510181420__participant_P333__trialN_2__trialT_1__fileType_cropped.png
P334,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,2,saveTime_2510181513__sessionTime_202510181420__participant_P334__trialN_2__trialT_1__fileType_cropped.png
P333,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,3,saveTime_2510181516__sessionTime_202510181420__participant_P333__trialN_3__trialT_3__fileType_cropped.png
P332,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,3,saveTime_2510181516__sessionTime_202510181420__participant_P332__trialN_3__trialT_3__fileType_cropped.png
P334,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,3,saveTime_2510181517__sessionTime_202510181420__participant_P334__trialN_3__trialT_3__fileType_cropped.png
P333,A04,,,VALIDATION,IMAGE,4,saveTime_2510181519__sessionTime_202510181420__participant_P333__trialN_4__trialT_A04__fileType_cropped.png
P332,A10,,,VALIDATION,IMAGE,4,saveTime_2510181519__sessionTime_202510181420__participant_P332__trialN_4__trialT_A10__fileType_cropped.png
P334,A10,,,VALIDATION,IMAGE,4,saveTime_2510181520__sessionTime_202510181420__participant_P334__trialN_4__trialT_A10__fileType_cropped.png
P333,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,5,saveTime_2510181524__sessionTime_202510181420__participant_P333__trialN_5__trialT_5__fileType_cropped.png
P334,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,5,saveTime_2510181524__sessionTime_202510181420__participant_P334__trialN_5__trialT_5__fileType_cropped.png
P332,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,5,saveTime_2510181524__sessionTime_202510181420__participant_P332__trialN_5__trialT_5__fileType_cropped.png
P333,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510181534__sessionTime_202510181420__participant_P333__trialN_6__trialT_1__fileType_cropped.png
P334,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510181534__sessionTime_202510181420__participant_P334__trialN_6__trialT_1__fileType_cropped.png
P332,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510181534__sessionTime_202510181420__participant_P332__trialN_6__trialT_1__fileType_cropped.png
P333,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,7,saveTime_2510181538__sessionTime_202510181420__participant_P333__trialN_7__trialT_3__fileType_cropped.png
P334,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,7,saveTime_2510181538__sessionTime_202510181420__participant_P334__trialN_7__trialT_3__fileType_cropped.png
P332,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,7,saveTime_2510181538__sessionTime_202510181420__participant_P332__trialN_7__trialT_3__fileType_cropped.png
P333,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510181542__sessionTime_202510181420__participant_P333__trialN_8__trialT_6__fileType_cropped.png
P334,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510181542__sessionTime_202510181420__participant_P334__trialN_8__trialT_6__fileType_cropped.png
P332,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510181542__sessionTime_202510181420__participant_P332__trialN_8__trialT_6__fileType_cropped.png
P333,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181545__sessionTime_202510181420__participant_P333__trialN_9__trialT_2__fileType_cropped.png
P332,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181545__sessionTime_202510181420__participant_P332__trialN_9__trialT_2__fileType_cropped.png
P334,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181546__sessionTime_202510181420__participant_P334__trialN_9__trialT_2__fileType_cropped.png
P333,B00,,,VALIDATION,IMAGE,10,saveTime_2510181549__sessionTime_202510181420__participant_P333__trialN_10__trialT_B00__fileType_cropped.png
P332,B02,,,VALIDATION,IMAGE,10,saveTime_2510181549__sessionTime_202510181420__participant_P332__trialN_10__trialT_B02__fileType_cropped.png
P334,B10,,,VALIDATION,IMAGE,10,saveTime_2510181550__sessionTime_202510181420__participant_P334__trialN_10__trialT_B10__fileType_cropped.png
P333,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,11,saveTime_2510181553__sessionTime_202510181420__participant_P333__trialN_11__trialT_2__fileType_cropped.png
P332,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,11,saveTime_2510181553__sessionTime_202510181420__participant_P332__trialN_11__trialT_2__fileType_cropped.png
P334,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,11,saveTime_2510181554__sessionTime_202510181420__participant_P334__trialN_11__trialT_2__fileType_cropped.png
P332,C04,,,VALIDATION,IMAGE,12,saveTime_2510181605__sessionTime_202510181420__participant_P332__trialN_12__trialT_C04__fileType_cropped.png
P333,C06,,,VALIDATION,IMAGE,12,saveTime_2510181606__sessionTime_202510181420__participant_P333__trialN_12__trialT_C06__fileType_cropped.png
P334,C12,,,VALIDATION,IMAGE,12,saveTime_2510181606__sessionTime_202510181420__participant_P334__trialN_12__trialT_C12__fileType_cropped.png
P333,7,80 Hz,80.0,CONTROL,LIGHT,13,saveTime_2510181608__sessionTime_202510181420__participant_P333__trialN_13__trialT_7__fileType_cropped.png
P332,7,80 Hz,80.0,CONTROL,LIGHT,13,saveTime_2510181609__sessionTime_202510181420__participant_P332__trialN_13__trialT_7__fileType_cropped.png
P334,7,80 Hz,80.0,CONTROL,LIGHT,13,saveTime_2510181610__sessionTime_202510181420__participant_P334__trialN_13__trialT_7__fileType_cropped.png
P332,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510181612__sessionTime_202510181420__participant_P332__trialN_14__trialT_6__fileType_cropped.png
P333,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510181614__sessionTime_202510181420__participant_P333__trialN_14__trialT_6__fileType_cropped.png
P334,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510181614__sessionTime_202510181420__participant_P334__trialN_14__trialT_6__fileType_cropped.png
P334,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,15,saveTime_2510181617__sessionTime_202510181420__participant_P334__trialN_15__trialT_4__fileType_cropped.png
P332,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,15,saveTime_2510181617__sessionTime_202510181420__participant_P332__trialN_15__trialT_4__fileType_cropped.png
P333,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,15,saveTime_2510181618__sessionTime_202510181420__participant_P333__trialN_15__trialT_4__fileType_cropped.png
