participant_code,condition_code,condition_name,condition_hz,condition_type,stimulus_type,trialn,png_filename
P312,C10,,,VALIDATION,IMAGE,5,saveTime_2510171530__sessionTime_202510171420__participant_P312__trialN_5__trialT_C10__fileType_cropped.png
P314,C01,,,VALIDATION,IMAGE,5,saveTime_2510171530__sessionTime_202510171420__participant_P314__trialN_5__trialT_C01__fileType_cropped.png
P313,C14,,,VALIDATION,IMAGE,5,saveTime_2510171530__sessionTime_202510171420__participant_P313__trialN_5__trialT_C14__fileType_cropped.png
P315,C07,,,VALIDATION,IMAGE,5,saveTime_2510171530__sessionTime_202510171420__participant_P315__trialN_5__trialT_C07__fileType_cropped.png
P311,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171539__sessionTime_202510171420__participant_P311__trialN_6__trialT_4__fileType_cropped.png
P312,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171539__sessionTime_202510171420__participant_P312__trialN_6__trialT_4__fileType_cropped.png
P313,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171539__sessionTime_202510171420__participant_P313__trialN_6__trialT_4__fileType_cropped.png
P315,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171539__sessionTime_202510171420__participant_P315__trialN_6__trialT_4__fileType_cropped.png
P314,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171540__sessionTime_202510171420__participant_P314__trialN_6__trialT_4__fileType_cropped.png
P311,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_P311__trialN_7__trialT_2__fileType_cropped.png
P312,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_P312__trialN_7__trialT_2__fileType_cropped.png
P314,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_P314__trialN_7__trialT_2__fileType_cropped.png
P313,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_P313__trialN_7__trialT_2__fileType_cropped.png
P315,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_P315__trialN_7__trialT_2__fileType_cropped.png
P311,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_P311__trialN_8__trialT_6__fileType_cropped.png
P312,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_P312__trialN_8__trialT_6__fileType_cropped.png
P314,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_P314__trialN_8__trialT_6__fileType_cropped.png
P313,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_P313__trialN_8__trialT_6__fileType_cropped.png
P315,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_P315__trialN_8__trialT_6__fileType_cropped.png
P313,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171550__sessionTime_202510171420__participant_P313__trialN_9__trialT_2__fileType_cropped.png
P315,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171550__sessionTime_202510171420__participant_P315__trialN_9__trialT_2__fileType_cropped.png
P311,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171551__sessionTime_202510171420__participant_P311__trialN_9__trialT_2__fileType_cropped.png
P312,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171551__sessionTime_202510171420__participant_P312__trialN_9__trialT_2__fileType_cropped.png
P314,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171551__sessionTime_202510171420__participant_P314__trialN_9__trialT_2__fileType_cropped.png
P313,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171554__sessionTime_202510171420__participant_P313__trialN_10__trialT_3__fileType_cropped.png
P311,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171555__sessionTime_202510171420__participant_P311__trialN_10__trialT_3__fileType_cropped.png
P312,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171555__sessionTime_202510171420__participant_P312__trialN_10__trialT_3__fileType_cropped.png
P314,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171555__sessionTime_202510171420__participant_P314__trialN_10__trialT_3__fileType_cropped.png
P315,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171555__sessionTime_202510171420__participant_P315__trialN_10__trialT_3__fileType_cropped.png
P311,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171559__sessionTime_202510171420__participant_P311__trialN_11__trialT_5__fileType_cropped.png
P312,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171559__sessionTime_202510171420__participant_P312__trialN_11__trialT_5__fileType_cropped.png
P313,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171559__sessionTime_202510171420__participant_P313__trialN_11__trialT_5__fileType_cropped.png
P315,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171559__sessionTime_202510171420__participant_P315__trialN_11__trialT_5__fileType_cropped.png
P314,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171600__sessionTime_202510171420__participant_P314__trialN_11__trialT_5__fileType_cropped.png
P313,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171608__sessionTime_202510171420__participant_P313__trialN_12__trialT_7__fileType_cropped.png
P311,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171609__sessionTime_202510171420__participant_P311__trialN_12__trialT_7__fileType_cropped.png
P312,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171610__sessionTime_202510171420__participant_P312__trialN_12__trialT_7__fileType_cropped.png
P314,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171610__sessionTime_202510171420__participant_P314__trialN_12__trialT_7__fileType_cropped.png
P315,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171610__sessionTime_202510171420__participant_P315__trialN_12__trialT_7__fileType_cropped.png
P311,A06,,,VALIDATION,IMAGE,13,saveTime_2510171612__sessionTime_202510171420__participant_P311__trialN_13__trialT_A06__fileType_cropped.png
P313,A04,,,VALIDATION,IMAGE,13,saveTime_2510171613__sessionTime_202510171420__participant_P313__trialN_13__trialT_A04__fileType_cropped.png
P312,A10,,,VALIDATION,IMAGE,13,saveTime_2510171614__sessionTime_202510171420__participant_P312__trialN_13__trialT_A10__fileType_cropped.png
P314,A04,,,VALIDATION,IMAGE,13,saveTime_2510171614__sessionTime_202510171420__participant_P314__trialN_13__trialT_A04__fileType_cropped.png
P315,A05,,,VALIDATION,IMAGE,13,saveTime_2510171614__sessionTime_202510171420__participant_P315__trialN_13__trialT_A05__fileType_cropped.png
P311,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510171617__sessionTime_202510171420__participant_P311__trialN_14__trialT_3__fileType_cropped.png
P314,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510171617__sessionTime_202510171420__participant_P314__trialN_14__trialT_3__fileType_cropped.png
P313,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510171617__sessionTime_202510171420__participant_P313__trialN_14__trialT_3__fileType_cropped.png
P315,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510171617__sessionTime_202510171420__participant_P315__trialN_14__trialT_3__fileType_cropped.png
P312,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510171618__sessionTime_202510171420__participant_P312__trialN_14__trialT_3__fileType_cropped.png
P311,B00,,,VALIDATION,IMAGE,15,saveTime_2510171621__sessionTime_202510171420__participant_P311__trialN_15__trialT_B00__fileType_cropped.png
P313,B07,,,VALIDATION,IMAGE,15,saveTime_2510171621__sessionTime_202510171420__participant_P313__trialN_15__trialT_B07__fileType_cropped.png
P315,B12,,,VALIDATION,IMAGE,15,saveTime_2510171621__sessionTime_202510171420__participant_P315__trialN_15__trialT_B12__fileType_cropped.png
P312,B03,,,VALIDATION,IMAGE,15,saveTime_2510171622__sessionTime_202510171420__participant_P312__trialN_15__trialT_B03__fileType_cropped.png
P314,B03,,,VALIDATION,IMAGE,15,saveTime_2510171622__sessionTime_202510171420__participant_P314__trialN_15__trialT_B03__fileType_cropped.png
P311,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,16,saveTime_2510171624__sessionTime_202510171420__participant_P311__trialN_16__trialT_1__fileType_cropped.png
P313,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,16,saveTime_2510171624__sessionTime_202510171420__participant_P313__trialN_16__trialT_1__fileType_cropped.png
P312,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,16,saveTime_2510171625__sessionTime_202510171420__participant_P312__trialN_16__trialT_1__fileType_cropped.png
P315,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,16,saveTime_2510171625__sessionTime_202510171420__participant_P315__trialN_16__trialT_1__fileType_cropped.png
P314,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,16,saveTime_2510171626__sessionTime_202510171420__participant_P314__trialN_16__trialT_1__fileType_cropped.png
P311,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,17,saveTime_2510171628__sessionTime_202510171420__participant_P311__trialN_17__trialT_6__fileType_cropped.png
P313,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,17,saveTime_2510171628__sessionTime_202510171420__participant_P313__trialN_17__trialT_6__fileType_cropped.png
P312,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,17,saveTime_2510171629__sessionTime_202510171420__participant_P312__trialN_17__trialT_6__fileType_cropped.png
P315,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,17,saveTime_2510171629__sessionTime_202510171420__participant_P315__trialN_17__trialT_6__fileType_cropped.png
P314,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,17,saveTime_2510171630__sessionTime_202510171420__participant_P314__trialN_17__trialT_6__fileType_cropped.png
P316,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,2,saveTime_2510171655__sessionTime_202510171600__participant_P316__trialN_2__trialT_3__fileType_cropped.png
P318,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,2,saveTime_2510171655__sessionTime_202510171600__participant_P318__trialN_2__trialT_3__fileType_cropped.png
P319,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,2,saveTime_2510171655__sessionTime_202510171600__participant_P319__trialN_2__trialT_3__fileType_cropped.png
P321,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,2,saveTime_2510171655__sessionTime_202510171600__participant_P321__trialN_2__trialT_3__fileType_cropped.png
P322,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,2,saveTime_2510171655__sessionTime_202510171600__participant_P322__trialN_2__trialT_3__fileType_cropped.png
P323,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,2,saveTime_2510171655__sessionTime_202510171600__participant_P323__trialN_2__trialT_3__fileType_cropped.png
P324,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,2,saveTime_2510171655__sessionTime_202510171600__participant_P324__trialN_2__trialT_3__fileType_cropped.png
P318,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171700__sessionTime_202510171600__participant_P318__trialN_3__trialT_2__fileType_cropped.png
P319,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171700__sessionTime_202510171600__participant_P319__trialN_3__trialT_2__fileType_cropped.png
P321,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171700__sessionTime_202510171600__participant_P321__trialN_3__trialT_2__fileType_cropped.png
P316,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171701__sessionTime_202510171600__participant_P316__trialN_3__trialT_2__fileType_cropped.png
P322,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171701__sessionTime_202510171600__participant_P322__trialN_3__trialT_2__fileType_cropped.png
P323,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171706__sessionTime_202510171600__participant_P323__trialN_3__trialT_2__fileType_cropped.png
P324,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,4,saveTime_2510171706__sessionTime_202510171600__participant_P324__trialN_4__trialT_1__fileType_cropped.png
P316,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,4,saveTime_2510171707__sessionTime_202510171600__participant_P316__trialN_4__trialT_1__fileType_cropped.png
P318,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,4,saveTime_2510171707__sessionTime_202510171600__participant_P318__trialN_4__trialT_1__fileType_cropped.png
P319,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,4,saveTime_2510171707__sessionTime_202510171600__participant_P319__trialN_4__trialT_1__fileType_cropped.png
P321,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,4,saveTime_2510171707__sessionTime_202510171600__participant_P321__trialN_4__trialT_1__fileType_cropped.png
P322,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,4,saveTime_2510171707__sessionTime_202510171600__participant_P322__trialN_4__trialT_1__fileType_cropped.png
P323,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,4,saveTime_2510171708__sessionTime_202510171600__participant_P323__trialN_4__trialT_1__fileType_cropped.png
P318,B07,,,VALIDATION,IMAGE,5,saveTime_2510171711__sessionTime_202510171600__participant_P318__trialN_5__trialT_B07__fileType_cropped.png
P319,B14,,,VALIDATION,IMAGE,5,saveTime_2510171711__sessionTime_202510171600__participant_P319__trialN_5__trialT_B14__fileType_cropped.png
P321,B07,,,VALIDATION,IMAGE,5,saveTime_2510171711__sessionTime_202510171600__participant_P321__trialN_5__trialT_B07__fileType_cropped.png
P323,B10,,,VALIDATION,IMAGE,5,saveTime_2510171711__sessionTime_202510171600__participant_P323__trialN_5__trialT_B10__fileType_cropped.png
P324,B07,,,VALIDATION,IMAGE,5,saveTime_2510171711__sessionTime_202510171600__participant_P324__trialN_5__trialT_B07__fileType_cropped.png
P316,B11,,,VALIDATION,IMAGE,5,saveTime_2510171712__sessionTime_202510171600__participant_P316__trialN_5__trialT_B11__fileType_cropped.png
P322,B11,,,VALIDATION,IMAGE,5,saveTime_2510171712__sessionTime_202510171600__participant_P322__trialN_5__trialT_B11__fileType_cropped.png
P316,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510171722__sessionTime_202510171600__participant_P316__trialN_6__trialT_1__fileType_cropped.png
P318,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510171722__sessionTime_202510171600__participant_P318__trialN_6__trialT_1__fileType_cropped.png
P319,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510171722__sessionTime_202510171600__participant_P319__trialN_6__trialT_1__fileType_cropped.png
P321,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510171722__sessionTime_202510171600__participant_P321__trialN_6__trialT_1__fileType_cropped.png
P322,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510171722__sessionTime_202510171600__participant_P322__trialN_6__trialT_1__fileType_cropped.png
P323,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510171722__sessionTime_202510171600__participant_P323__trialN_6__trialT_1__fileType_cropped.png
P324,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510171722__sessionTime_202510171600__participant_P324__trialN_6__trialT_1__fileType_cropped.png
P316,C07,,,VALIDATION,IMAGE,7,saveTime_2510171726__sessionTime_202510171600__participant_P316__trialN_7__trialT_C07__fileType_cropped.png
P318,C05,,,VALIDATION,IMAGE,7,saveTime_2510171726__sessionTime_202510171600__participant_P318__trialN_7__trialT_C05__fileType_cropped.png
P319,C01,,,VALIDATION,IMAGE,7,saveTime_2510171726__sessionTime_202510171600__participant_P319__trialN_7__trialT_C01__fileType_cropped.png
P321,C06,,,VALIDATION,IMAGE,7,saveTime_2510171726__sessionTime_202510171600__participant_P321__trialN_7__trialT_C06__fileType_cropped.png
P322,C09,,,VALIDATION,IMAGE,7,saveTime_2510171726__sessionTime_202510171600__participant_P322__trialN_7__trialT_C09__fileType_cropped.png
P323,C12,,,VALIDATION,IMAGE,7,saveTime_2510171726__sessionTime_202510171600__participant_P323__trialN_7__trialT_C12__fileType_cropped.png
P324,C04,,,VALIDATION,IMAGE,7,saveTime_2510171726__sessionTime_202510171600__participant_P324__trialN_7__trialT_C04__fileType_cropped.png
P319,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171729__sessionTime_202510171600__participant_P319__trialN_8__trialT_6__fileType_cropped.png
P321,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171729__sessionTime_202510171600__participant_P321__trialN_8__trialT_6__fileType_cropped.png
P324,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171729__sessionTime_202510171600__participant_P324__trialN_8__trialT_6__fileType_cropped.png
P316,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171730__sessionTime_202510171600__participant_P316__trialN_8__trialT_6__fileType_cropped.png
P318,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171730__sessionTime_202510171600__participant_P318__trialN_8__trialT_6__fileType_cropped.png
P322,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171730__sessionTime_202510171600__participant_P322__trialN_8__trialT_6__fileType_cropped.png
P323,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171730__sessionTime_202510171600__participant_P323__trialN_8__trialT_6__fileType_cropped.png
P316,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171734__sessionTime_202510171600__participant_P316__trialN_9__trialT_2__fileType_cropped.png
P318,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171734__sessionTime_202510171600__participant_P318__trialN_9__trialT_2__fileType_cropped.png
P319,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171734__sessionTime_202510171600__participant_P319__trialN_9__trialT_2__fileType_cropped.png
P321,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171734__sessionTime_202510171600__participant_P321__trialN_9__trialT_2__fileType_cropped.png
P322,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171734__sessionTime_202510171600__participant_P322__trialN_9__trialT_2__fileType_cropped.png
P323,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171734__sessionTime_202510171600__participant_P323__trialN_9__trialT_2__fileType_cropped.png
P324,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171734__sessionTime_202510171600__participant_P324__trialN_9__trialT_2__fileType_cropped.png
P319,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171737__sessionTime_202510171600__participant_P319__trialN_10__trialT_5__fileType_cropped.png
P323,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171737__sessionTime_202510171600__participant_P323__trialN_10__trialT_5__fileType_cropped.png
P324,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171737__sessionTime_202510171600__participant_P324__trialN_10__trialT_5__fileType_cropped.png
P316,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171738__sessionTime_202510171600__participant_P316__trialN_10__trialT_5__fileType_cropped.png
P318,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171738__sessionTime_202510171600__participant_P318__trialN_10__trialT_5__fileType_cropped.png
P321,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171738__sessionTime_202510171600__participant_P321__trialN_10__trialT_5__fileType_cropped.png
P322,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171738__sessionTime_202510171600__participant_P322__trialN_10__trialT_5__fileType_cropped.png
P318,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171742__sessionTime_202510171600__participant_P318__trialN_11__trialT_5__fileType_cropped.png
P319,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171742__sessionTime_202510171600__participant_P319__trialN_11__trialT_5__fileType_cropped.png
P321,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171742__sessionTime_202510171600__participant_P321__trialN_11__trialT_5__fileType_cropped.png
P322,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171742__sessionTime_202510171600__participant_P322__trialN_11__trialT_5__fileType_cropped.png
P324,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171742__sessionTime_202510171600__participant_P324__trialN_11__trialT_5__fileType_cropped.png
P316,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171743__sessionTime_202510171600__participant_P316__trialN_11__trialT_5__fileType_cropped.png
P323,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171743__sessionTime_202510171600__participant_P323__trialN_11__trialT_5__fileType_cropped.png
P318,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,12,saveTime_2510171753__sessionTime_202510171600__participant_P318__trialN_12__trialT_4__fileType_cropped.png
P319,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,12,saveTime_2510171753__sessionTime_202510171600__participant_P319__trialN_12__trialT_4__fileType_cropped.png
P316,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,12,saveTime_2510171753__sessionTime_202510171600__participant_P316__trialN_12__trialT_4__fileType_cropped.png
P321,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,12,saveTime_2510171753__sessionTime_202510171600__participant_P321__trialN_12__trialT_4__fileType_cropped.png
P324,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,12,saveTime_2510171753__sessionTime_202510171600__participant_P324__trialN_12__trialT_4__fileType_cropped.png
P322,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,12,saveTime_2510171754__sessionTime_202510171600__participant_P322__trialN_12__trialT_4__fileType_cropped.png
P323,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,12,saveTime_2510171754__sessionTime_202510171600__participant_P323__trialN_12__trialT_4__fileType_cropped.png
P318,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,13,saveTime_2510171757__sessionTime_202510171600__participant_P318__trialN_13__trialT_4__fileType_cropped.png
